Entity1,Relation,Entity2
John,keep phone on,statement (a
productivity,concept,efficiency
productivity,concept,effectiveness
distractions,events,stimuli
distractions,divert,attention
distractions,reduce,focus
focus,ability,complete tasks
focus,ability,efficiency
context,influence,productivity
context,influence,distractions
individual,ability,manage distractions
individual,ability,stay focused
phone,off,increase focus
phone,on,decrease focus
writer,turned off phone,focus on writing
student,silenced phone,minimize distractions
John,turned off phone,more productive
John,kept phone on,distracted
John,turned off phone,remained distracted
John,kept phone on,remained focused
distractions,various factors,influence productivity
distractions,various factors,influence focus
productivity,various factors,influence
productivity,various factors,influence focus
John,ability,stay focused
John,ability,manage distractions
John,context,influence phone usage
John,context,influence productivity
John,context,influence focus
John,phone usage,influence productivity
John,phone usage,influence focus
John,distractions,influence productivity
John,distractions,influence focus
productivity,relationship,focus
productivity,relationship,distractions
focus,relationship,productivity
focus,relationship,distractions
distractions,relationship,productivity
distractions,relationship,focus
John,turned off phone,productivity increase
John,kept phone on,distractions increase
John,turned off phone,focus increase
John,kept phone on,focus decrease
John,turned off phone,ability to focus
John,kept phone on,ability to focus
John,turned off phone,ability to manage distractions
John,kept phone on,ability to manage distractions
John,turned off phone,ability to stay focused
John,kept phone on,ability to stay focused
productivity,increase,turning off phone
productivity,decrease,keeping phone on
distractions,increase,keeping phone on
distractions,decrease,turning off phone
focus,increase,turning off phone
focus,decrease,keeping phone on
ability to focus,increase,turning off phone
ability to focus,decrease,keeping phone on
ability to manage distractions,increase,turning off phone
ability to manage distractions,decrease,keeping phone on
ability to stay focused,increase,turning off phone
ability to stay focused,decrease,keeping phone on
context,influence,productivity
context,influence,focus
context,influence,ability to focus
context,influence,ability to manage distractions
context,influence,ability to stay focused
phone,off,increase productivity
phone,on,decrease productivity
phone,off,increase focus
phone,on,decrease focus
phone,off,increase ability to focus
phone,on,decrease ability to focus
phone,off,increase ability to manage distractions
phone,on,decrease ability to manage distractions
phone,off,increase ability to stay focused
phone,on,decrease ability to stay focused
productivity,concept,efficiency
productivity,concept,effectiveness
distractions,events,stimuli
distractions,divert,attention
distractions,reduce,focus
focus,ability,complete tasks
focus,ability,efficiency
context,influence,productivity
context,influence,focus
context,influence,ability to focus
context,influence,ability to manage distractions
context,influence,ability to stay focused
phone,off,increase productivity
phone,on,decrease productivity
phone,off,increase focus
phone,on,decrease focus
phone,off,increase ability to focus
phone,on,decrease ability to focus
phone,off,increase ability to manage distractions
phone,on,decrease ability to manage distractions
phone,off,increase ability to stay focused
phone,on,decrease ability to stay focused
productivity,concept,efficiency
productivity,concept,effectiveness
distractions,events,stimuli
distractions,divert,attention
distractions,reduce,focus
focus,ability,complete tasks
focus,ability,efficiency
context,influence,productivity
context,influence,focus
context,influence,ability to focus
context,influence,ability to manage distractions
context,influence,ability to stay focused
phone,off,increase productivity
phone,on,decrease productivity
phone,off,increase focus
phone,on,decrease focus
phone,off,increase ability to focus
phone,on,decrease ability to focus
phone,off,increase ability to manage distractions
phone,on,decrease ability to manage distractions
phone,off,increase ability to stay focused
phone,on,decrease ability to stay focused
productivity,concept,efficiency
productivity,concept,effectiveness
distractions,events,stimuli
distractions,divert,attention
distractions,reduce,focus
focus,ability,complete tasks
focus,ability,efficiency
context,influence,productivity
context,influence,focus
context,influence,ability to focus
context,influence,ability to manage distractions
context,influence,ability to stay focused
phone,off,increase productivity
phone,on,decrease productivity
phone,off,increase focus
phone,on,decrease focus
phone,off,increase ability to focus
phone,on,decrease ability to focus
phone,off,increase ability to manage distractions
phone,on,decrease ability to manage distractions
phone,off,increase ability to stay focused
phone,on,decrease ability to stay focused
productivity,concept,efficiency
productivity,concept,effectiveness
distractions,events,stimuli
distractions,divert,attention
distractions,reduce,focus
focus,ability,complete tasks
focus,ability,efficiency
context,influence,productivity
context,influence,focus
context,influence,ability to focus
context,influence,ability to manage distractions
context,influence,ability to stay focused
phone,off,increase productivity
phone,on,decrease productivity
phone,off,increase focus
phone,on,decrease focus
phone,off,increase ability to focus
phone,on,decrease ability to focus
phone,off,increase ability to manage distractions
phone,on,decrease ability to manage distractions
phone,off,increase ability to stay focused
phone,on,decrease ability to stay focused
productivity,concept,efficiency
productivity,concept,effectiveness
Aadi,is involved in,planting trees
planting trees,helps,environment
environment,is affected by,global warming
global warming,is caused by,greenhouse gases
greenhouse gases,are released by,carbon dioxide
carbon dioxide,is released by,polluting the air
polluting the air,contributes to,global warming
Aadi,is committed to,not contributing to global warming
not contributing to global warming,can involve,planting trees
planting trees,is a form of,environmental conservation
environmental conservation,is contradictory to,polluting the air
Aadi,if planting trees,will help the environment
Aadi,if planting trees,won't pollute the air
Aadi,if not contributing to global warming,may not pollute the air
Aadi,if not contributing to global warming,may take other actions to reduce his carbon footprint
planting trees,is a beneficial activity,for the environment
polluting the air,is a harmful activity,for the environment
Aadi,is either involved in,"planting trees or committed to, not contributing to global warming"
planting trees,is a direct way,to help the environment
not contributing to global warming,does not necessarily mean,that someone is actively polluting the air
Vicky,plays,video games
video games,causes,stress
meditation,reduces,stress
meditation,leads to,relaxation
Vicky,does not feel,relaxed
Vicky,plays,video games
Vicky,meditates,regularly
video games,counteracts,relaxation
meditation,counteracts,stress
